"3220","Mexico","Universidad Iberoamericana IBERO","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/universidad-iberoamericana-uia_592560cf2aeae70239af4b96_medium_0.jpg","null","null","/node/294249","http://ibero.mx/","Private","Low","12,047","914""null""1"
"3238","Mexico","Instituto Politécnico Nacional (IPN)","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/instituto-politcnico-nacional-ipn_2560_medium_0.jpg","null","null","/node/293370","http://www.ipn.mx/","Public","Very High","100,852","7,862""170""1"
"3211","Mexico","Universidad de Sonora","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/universidad-de-sonora_592560cf2aeae70239af5139_medium_0.jpg","null","null","/node/296853","http://www.uson.mx","Public","Medium","30,078","1,404""null""1"
"3247","Mexico","Universidad Anahuac","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/universidad-anahuac_592560cf2aeae70239af4a97_medium_0.jpg","null","null","/node/294636","http://www.anahuac.mx/mexico/en","Private","Low","12,063","1,171""267""1"
"3355","Norway","BI Norwegian Business School","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/bi-norwegian-business-school_56_medium_2.jpg","null","null","/node/294600","http://www.bi.edu","Private","Very High","15,348","336""1,565""1"
"3389","Uruguay","Universidad ORT Uruguay","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/universidad-ort-uruguay_470_medium_1.jpg","null","null","/node/297637","http://www.ort.edu.uy","Private","Medium","3,602","683""55""1"
"3544","Guatemala","Universidad del Valle de Guatemala (UVG)","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/universidad-del-valle-de-guatemala-uvg_592560cf2aeae70239af54f1_medium.jpg","null","null","/node/293477","http://www.uvg.edu.gt","Private","Medium","3,207","204""53""1"
"3706","France","IESA","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/iesa_592560ea9988f300e2322848_medium.jpg","null","null","/node/356477","https://goo.gl/iOUo6z","null","null","null","null""null""1"
"3729","France","L'Ecole de design Nantes Atlantique","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/lecole-de-design-nantes-atlantique_2342_medium_0.jpg","null","null","/node/295301","http://en.lecolededesign.com","null","null","null","null""null""1"
"3720","France","Montpellier Business School","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/montpellier-business-school_592560e99988f300e2322502_medium.jpg","null","null","/node/373487","http://www.montpellier-bs.com/international/","null","null","null","null""null""1"
"3710","France","KEDGE Business School","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/kedge-business-school_592560e19988f300e2320ed3_medium_0.jpg","null","null","/node/374073","https://student.kedge.edu/?&utm_source=QS&utm_medium=Partner&utm_campaign=Profile%3F","null","null","null","null""null""1"
"3711","France","ESCP Europe","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/escp-europe_592560cf2aeae70239af4b44_medium.jpg","null","null","/node/294449","http://www.escpeurope.eu/","Private","Medium","4,244","130""1,978""1"
"3738","France","BSB - Burgundy School of Business","null","https://www.topuniversities.com/sites/default/files/styles/logo_90x90/public/bsb-burgundy-school-of-business_592560cf2aeae70239af4f91_medium_3.jpg","null","null","/node/296628","http://www.bsbu.eu/","null","null","null","null""null""1"
