Country Name,Course Lavel,University Name,Course,Ranking,
Estonia,Undergraduate,Engineering - Aeronautical,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Undergraduate,Engineering - Chemical,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Undergraduate,Engineering - Chemical,Archimedes Foundation / Study ...,,
Estonia,Undergraduate,Engineering - Civil and Structural,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Undergraduate,Engineering - Civil and Structural,Archimedes Foundation / Study ...,,
Estonia,Undergraduate,Engineering - Electrical and Electronic,Archimedes Foundation / Study ...,,
Estonia,Undergraduate,Engineering - General,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Undergraduate,Engineering - General,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Undergraduate,Engineering - General,Archimedes Foundation / Study ...,,
Estonia,Undergraduate,Engineering - Mechanical,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Undergraduate,English Language and Literature,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Undergraduate,English Language and Literature,Tallinn University,,
Estonia,Undergraduate,English Language and Literature,Archimedes Foundation / Study ...,,
Estonia,Undergraduate,Environmental Studies,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Undergraduate,Environmental Studies,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Undergraduate,Environmental Studies,Archimedes Foundation / Study ...,,
Estonia,Undergraduate,Ethnicity, Gender and Diversity,University of Tartu,#=314 QS World University Rankings 2018
Estonia,Undergraduate,Finance,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Undergraduate,Geography,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Undergraduate,Hospitality & Leisure Management,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Undergraduate,Hospitality & Leisure Management,Archimedes Foundation / Study ...,,
Estonia,Undergraduate,Human Resources Management,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Undergraduate,Human Resources Management,Estonian Business School,,
Estonia,Undergraduate,International Relations/Studies/Affairs,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Undergraduate,International Relations/Studies/Affairs,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Undergraduate,International Relations/Studies/Affairs,Tallinn University,,
Estonia,Undergraduate,International Relations/Studies/Affairs,Estonian Business School,,
Estonia,Undergraduate,International Relations/Studies/Affairs,Archimedes Foundation / Study ...,,
Estonia,Undergraduate,Journalism,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Undergraduate,Law and Legal Studies,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Undergraduate,Law and Legal Studies,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Undergraduate,Law and Legal Studies,Archimedes Foundation / Study ...,,
Estonia,Undergraduate,Law and Legal Studies,Tallinn University,,
Estonia,Undergraduate,Law and Legal Studies,Estonian Business School,,
Estonia,Undergraduate,Library & Information Management,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Undergraduate,Library & Information Management,Tallinn University,,
Estonia,Undergraduate,Linguistics,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Undergraduate,Linguistics,Tallinn University,,
Estonia,Undergraduate,Linguistics,Archimedes Foundation / Study ...,,
Estonia,Undergraduate,Logistics / Supply Chain Management,Estonian Business School,,
Estonia,Undergraduate,Marketing,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Undergraduate,Marketing,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Undergraduate,Marketing,Archimedes Foundation / Study ...,,
Estonia,Undergraduate,Marketing,Estonian Business School,,
Estonia,Undergraduate,Materials Sciences,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Undergraduate,Materials Sciences,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Undergraduate,Materials Sciences,Archimedes Foundation / Study ...,,
Estonia,Undergraduate,Mathematics,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Undergraduate,Mathematics,Archimedes Foundation / Study ...,,
Estonia,Undergraduate,Mathematics,Estonian Business School,,
Estonia,Undergraduate,Medicine,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Undergraduate,Medicine,Archimedes Foundation / Study ...,,
Estonia,Undergraduate,Medicine Related Studies,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Undergraduate,Medicine Related Studies,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Undergraduate,Medicine Related Studies,Archimedes Foundation / Study ...,,
Estonia,Undergraduate,Modern Languages,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Undergraduate,Modern Languages,Tallinn University,,
Estonia,Undergraduate,Nursing,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Undergraduate,Performing Arts,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Undergraduate,Performing Arts,Archimedes Foundation / Study ...,,
Estonia,Undergraduate,Pharmacology,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Undergraduate,Philosophy,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Undergraduate,Philosophy,Archimedes Foundation / Study ...,,
Estonia,Undergraduate,Philosophy,Tallinn University,,
Estonia,Undergraduate,Physics & Astronomy,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Undergraduate,Politics,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Undergraduate,Politics,Archimedes Foundation / Study ...,,
Estonia,Undergraduate,Psychology,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Undergraduate,Psychology,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Undergraduate,Psychology,Archimedes Foundation / Study ...,,
Estonia,Undergraduate,Public Policy,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Undergraduate,Public Policy,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Undergraduate,Public Policy,Tallinn University,,
Estonia,Undergraduate,Public Policy,Archimedes Foundation / Study ...,,
Estonia,Undergraduate,Sociology,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Undergraduate,Sociology,Estonian Business School,,
Estonia,Undergraduate,Sociology,Tallinn University,,
Estonia,Undergraduate,Sociology,Archimedes Foundation / Study ...,,
Estonia,Undergraduate,Sports-related Courses,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Undergraduate,Statistics and Operational Research,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Undergraduate,Statistics and Operational Research,Estonian Business School,,
Estonia,Undergraduate,Theology, Divinity & Religious Studies,University of Tartu,#=314 QS World University Rankings 2018
Estonia,Undergraduate,Urban Planning,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Undergraduate,Urban Planning,Archimedes Foundation / Study ...,,
Estonia,Undergraduate,Veterinary Science,Archimedes Foundation / Study ...,,
Estonia,Undergraduate,Zoology,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Accounting and Finance,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Accounting and Finance,Estonian Business School,,
Estonia,Postgraduate,Accounting and Finance,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Agriculture & Forestry,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Anatomy & Physiology,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Anthropology,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Anthropology,Tallinn University,,
Estonia,Postgraduate,Anthropology,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Archaeology,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Architecture,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Postgraduate,Architecture,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Area Studies,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Area Studies,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Art & Design,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Art & Design,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Postgraduate,Art & Design,Tallinn University,,
Estonia,Postgraduate,Art & Design,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Astronomy,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Biological Sciences,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Biological Sciences,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Business & Management Studies,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Business & Management Studies,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Postgraduate,Business & Management Studies,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Business & Management Studies,Estonian Business School,,
Estonia,Postgraduate,Chemistry,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Chemistry,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Postgraduate,Classics & Ancient History,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Communication and Media Studies,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Communication and Media Studies,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Communication and Media Studies,Estonian Business School,,
Estonia,Postgraduate,Communication and Media Studies,Tallinn University,,
Estonia,Postgraduate,Computer Science and Information Systems,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Computer Science and Information Systems,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Postgraduate,Computer Science and Information Systems,Tallinn University,,
Estonia,Postgraduate,Computer Science and Information Systems,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Dentistry,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Dentistry,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Development Studies,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Postgraduate,Earth and Marine Sciences,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Economics and Econometrics,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Economics and Econometrics,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Postgraduate,Economics and Econometrics,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Economics and Econometrics,Estonian Business School,,
Estonia,Postgraduate,Education and Training,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Education and Training,Tallinn University,,
Estonia,Postgraduate,Engineering - Aeronautical,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Postgraduate,Engineering - Chemical,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Postgraduate,Engineering - Chemical,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Engineering - Civil and Structural,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Postgraduate,Engineering - Civil and Structural,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Engineering - Electrical and Electronic,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Engineering - General,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Engineering - General,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Postgraduate,Engineering - General,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Engineering - Mechanical,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Postgraduate,English Language and Literature,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,English Language and Literature,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,English Language and Literature,Tallinn University,,
Estonia,Postgraduate,Environmental Studies,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Environmental Studies,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Postgraduate,Environmental Studies,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Ethnicity, Gender and Diversity,University of Tartu,#=314 QS World University Rankings 2018
Estonia,Postgraduate,Finance,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Geography,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Hospitality & Leisure Management,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Hospitality & Leisure Management,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Human Resources Management,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Postgraduate,Human Resources Management,Estonian Business School,,
Estonia,Postgraduate,International Relations/Studies/Affairs,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,International Relations/Studies/Affairs,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Postgraduate,International Relations/Studies/Affairs,Tallinn University,,
Estonia,Postgraduate,International Relations/Studies/Affairs,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,International Relations/Studies/Affairs,Estonian Business School,,
Estonia,Postgraduate,Journalism,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Law and Legal Studies,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Law and Legal Studies,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Postgraduate,Law and Legal Studies,Tallinn University,,
Estonia,Postgraduate,Law and Legal Studies,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Law and Legal Studies,Estonian Business School,,
Estonia,Postgraduate,Library & Information Management,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Library & Information Management,Tallinn University,,
Estonia,Postgraduate,Linguistics,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Linguistics,Tallinn University,,
Estonia,Postgraduate,Linguistics,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Logistics / Supply Chain Management,Estonian Business School,,
Estonia,Postgraduate,Marketing,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Marketing,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Postgraduate,Marketing,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Marketing,Estonian Business School,,
Estonia,Postgraduate,Materials Sciences,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Materials Sciences,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Postgraduate,Materials Sciences,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Mathematics,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Mathematics,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Mathematics,Estonian Business School,,
Estonia,Postgraduate,Medicine,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Medicine,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Medicine Related Studies,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Medicine Related Studies,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Postgraduate,Medicine Related Studies,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Modern Languages,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Modern Languages,Tallinn University,,
Estonia,Postgraduate,Nursing,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Performing Arts,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Performing Arts,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Pharmacology,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Philosophy,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Philosophy,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Philosophy,Tallinn University,,
Estonia,Postgraduate,Physics & Astronomy,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Politics,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Politics,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Psychology,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Psychology,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Postgraduate,Psychology,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Public Policy,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Public Policy,Tallinn University of Technology,#601-650 QS World University Rankings 2018,
Estonia,Postgraduate,Public Policy,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Public Policy,Tallinn University,,
Estonia,Postgraduate,Sociology,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Sociology,Estonian Business School,,
Estonia,Postgraduate,Sociology,Tallinn University,,
Estonia,Postgraduate,Sociology,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Sports-related Courses,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Statistics and Operational Research,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Statistics and Operational Research,Estonian Business School,,
Estonia,Postgraduate,Theology, Divinity & Religious Studies,University of Tartu,#=314 QS World University Rankings 2018
Estonia,Postgraduate,Urban Planning,University of Tartu,#=314 QS World University Rankings 2018,
Estonia,Postgraduate,Urban Planning,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Veterinary Science,Archimedes Foundation / Study ...,,
Estonia,Postgraduate,Zoology,University of Tartu,#=314 QS World University Rankings 2018,
